ticker,year,month,mthly_ave_resid,sec_pos_words,sec_neg_words,mthly_filing_count,gs_poswords,gs_negwords,date,goo_trends_value,polarity,subjectivity,count_word_stock,total_words,no_articles,polarity_biotec,subjectivity_biotec,count_word_stock_biotec,total_words_biotec,no_articles_biotec,polarity_pharma,subjectivity_pharma,count_word_stock_pharma,total_words_pharma,no_articles_pharma
BIIB,2019,10,0.00980682500187845,12244.0,23129.0,3.0,285.0,661.0,2019-10-01,33.0,0.1063670300892523,0.3911536344314122,0.0,526.0,2.0,0.10082468695734981,0.41631468524667764,0.0,1309.0,4.0,0.09538927850909036,0.44298858920815043,0.8333333333333333,12342.000000000002,31
BIIB,2019,11,-0.001610300390356156,0.0,0.0,0.0,270.0,597.0,2019-11-01,15.0,0.10653750854408749,0.402538757146808,0.0,981.0,2.0,0.09614603174603174,0.5382712842712845,0.0,842.0,1.0,0.07663233519312511,0.4159031683622671,11.833333333333332,8903.916666666666,38
GILD,2000,5,-0.008876418514349489,0.0,0.0,0.0,0.0,0.0,2000-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.09228716319237626,0.42823494556508324,1.5,6342.0,19.0,0.09877995572741895,0.4393957003521811,7.857142857142857,7455.785714285714,20
GILD,2000,6,0.009588095419599152,0.0,0.0,0.0,0.0,0.0,2000-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.1136029381424473,0.4295366049671449,8.25,5793.0,23.0,0.08903775184157516,0.4128084831973127,8.666666666666666,12205.333333333334,31
GILD,2000,7,0.0033933175032061147,0.0,0.0,0.0,0.0,0.0,2000-07-01,0.0,0.14107096730842555,0.4836218677272192,0.0,2197.0,1.0,0.08597409549999488,0.38474567264374243,2.75,5400.5,24.0,0.08852780882197024,0.4497800289961089,3.333333333333333,8779.333333333332,29
GILD,2000,8,0.009526811074113885,0.0,0.0,0.0,0.0,0.0,2000-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.08365023994847551,0.44288445574815627,3.0,4349.5,13.0,0.08377781750403128,0.42631527228811017,13.5,9753.0,16
GILD,2000,9,7.148662263334015e-05,0.0,0.0,0.0,0.0,0.0,2000-09-01,0.0,0.009365891217070876,0.36411689490183136,0.0,478.0,2.0,0.08306514087759158,0.43124082770533595,7.0,4257.0,11.0,0.10038728158879447,0.3914555731149237,8.0,5945.5,22
GILD,2000,10,-0.013486452815872563,0.0,0.0,0.0,0.0,0.0,2000-10-01,0.0,-0.0029143475572046963,0.417687074829932,1.0,371.0,1.0,0.05102531919794137,0.41477702391519633,5.0,4183.0,18.0,0.05077232378149543,0.42074696393093564,10.0,4064.5,14
GILD,2000,11,0.0006021477548078101,0.0,0.0,0.0,0.0,0.0,2000-11-01,0.0,0.020289674873199954,0.283822977486116,0.0,1125.0,3.0,0.08546714782339448,0.4126693580058048,5.866666666666666,6703.433333333333,35.0,0.09164976928696812,0.44631715299438585,6.25,10621.333333333332,47
GILD,2000,12,-0.00031822486390760066,0.0,0.0,0.0,0.0,0.0,2000-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.09239933244917668,0.38545292398623193,9.0,4448.833333333334,19.0,0.07772565966351778,0.4117957628892047,14.166666666666666,10380.0,44
GILD,2001,1,-0.01001966843150813,0.0,0.0,0.0,0.0,0.0,2001-01-01,0.0,0.053259405937977365,0.3469674753156896,0.0,1133.0,4.0,0.051705609429960844,0.42925545684224287,8.333333333333332,8362.166666666668,23.0,0.06656003605406699,0.41116736009662824,6.833333333333333,11662.0,41
GILD,2001,2,0.015181439325864387,0.0,0.0,0.0,0.0,0.0,2001-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.05459778628334856,0.4169786165854286,5.0,5067.5,23.0,0.08851224801196074,0.42158038211440696,3.833333333333333,11942.916666666666,51
GILD,2001,3,-0.001885984856314037,0.0,0.0,0.0,0.0,0.0,2001-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.10316326481625591,0.42056484458291665,6.0,1800.0,8.0,0.06639048310523649,0.42459805965645786,6.25,9321.916666666668,37
GILD,2001,4,0.012964857243553209,0.0,0.0,0.0,0.0,0.0,2001-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.054008136545437416,0.3841460438578751,6.0,7232.0,19.0,0.07184184885351448,0.39149981800960815,1.2261904761904763,6761.0690476190475,60
GILD,2001,5,-0.0009815717261605086,0.0,0.0,0.0,0.0,0.0,2001-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.11655576713167178,0.4193884766638747,3.5,2257.5,9.0,0.06592322304700524,0.38561982796875643,0.375,7095.208333333334,40
GILD,2001,6,0.0008284518541579847,0.0,0.0,0.0,0.0,0.0,2001-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.09204192147269974,0.4100314612260218,4.0,7514.833333333334,23.0,0.08048282800991713,0.4217476195994476,5.4,10716.699999999999,39
GILD,2001,7,-0.010954173391063316,0.0,0.0,0.0,0.0,0.0,2001-07-01,0.0,0.13673949641340946,0.4300870070616448,0.0,719.0,2.0,0.08193500676092381,0.43662890544958494,5.083333333333333,4710.5,19.0,0.07599603550158325,0.3935314689853081,4.8999999999999995,11520.599999999999,46
GILD,2001,8,0.008915174374768957,0.0,0.0,0.0,0.0,0.0,2001-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.08122646713730249,0.4195515605219184,4.0,2685.0,7.0,0.08687676140974597,0.40753683829356113,9.5,8905.666666666666,37
GILD,2001,9,0.00265943819363955,0.0,0.0,0.0,0.0,0.0,2001-09-01,0.0,0.18046296296296294,0.5614814814814814,0.0,312.0,1.0,0.0470727960104037,0.38400163492059,4.5,4037.5,17.0,0.05711035881259398,0.41510024233063064,9.5,11977.25,41
GILD,2001,10,-0.0008128529606045555,0.0,0.0,0.0,0.0,0.0,2001-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.07514774720684007,0.43108505305030737,1.5,4120.0,10.0,0.0783729748092582,0.4213235138143272,20.116666666666664,8951.6,45
GILD,2001,11,-0.0006894427298032941,0.0,0.0,0.0,0.0,0.0,2001-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.07341851993407322,0.3886710687350608,1.3333333333333333,3637.666666666667,13.0,0.09199430891755725,0.43392560027752214,6.333333333333333,9278.166666666668,41
GILD,2001,12,-0.008060479991706206,0.0,0.0,0.0,0.0,0.0,2001-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.050827692702020935,0.392878290959397,7.166666666666666,5411.0,18.0,0.08409897339677946,0.42507242947923674,0.4,7753.15,31
GILD,2002,1,-0.002019587178823787,0.0,0.0,0.0,0.0,0.0,2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.08283150055685996,0.4082241983482078,31.1,4802.4,18.0,0.07715564009495393,0.4392092849750656,22.499999999999996,10589.333333333332,28
GILD,2002,2,0.0034103795176267018,0.0,0.0,0.0,0.0,0.0,2002-02-01,0.0,0.05485399661145927,0.4048817510571243,0.0,488.0,2.0,0.0901548169425182,0.42314489609259365,3.0,4565.166666666666,18.0,0.04998030564099114,0.4195160750299301,4.333333333333333,6041.5,25
GILD,2002,3,-0.001678986857131528,0.0,0.0,0.0,0.0,0.0,2002-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.06392839231529177,0.4302167257706881,5.0,4067.0,14.0,0.08407142661176399,0.43035865610845137,5.666666666666666,9543.333333333334,41
GILD,2002,4,-0.004137554205737107,0.0,0.0,0.0,0.0,0.0,2002-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0871695041260773,0.407774370481307,2.1666666666666665,8123.833333333333,23.0,0.08501059344964663,0.42621265452704227,7.333333333333334,13153.000000000002,37
GILD,2002,5,0.005608314184748824,0.0,0.0,0.0,0.0,0.0,2002-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.10729914120731993,0.44617615481841166,2.333333333333333,11874.333333333334,24.0,0.08957058894928886,0.42938370224984046,11.0,8161.333333333333,26
GILD,2002,6,0.0010657075583330414,0.0,0.0,0.0,0.0,0.0,2002-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.07054261345710527,0.4144487411501395,3.833333333333333,7187.666666666667,25.0,0.07058965008666242,0.4013861403621299,4.5,11530.25,28
GILD,2002,7,0.002935627976791081,0.0,0.0,0.0,0.0,0.0,2002-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.08644670981720969,0.39876884180726446,5.0,3294.0,8.0,0.0902664772891418,0.4430634437208741,27.083333333333332,12868.916666666668,41
GILD,2002,8,-0.00024528412803775555,0.0,0.0,0.0,0.0,0.0,2002-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.04414047421083482,0.4067376725019479,0.3333333333333333,2776.166666666667,11.0,0.09262205375903132,0.445897328390037,3.5,9606.0,28
GILD,2002,9,0.007749063436922988,0.0,0.0,0.0,0.0,0.0,2002-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.10078863895667274,0.3916971244098882,2.6666666666666665,3359.666666666667,15.0,0.10338810428988045,0.4405110245510049,6.5,10330.0,25
GILD,2002,10,-0.004688866582198767,0.0,0.0,0.0,0.0,0.0,2002-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.07278822422399708,0.40582911066982724,1.0,4230.0,11.0,0.08854607198516848,0.41821296649032647,3.333333333333333,6320.0,26
GILD,2002,11,0.0013325035718862194,0.0,0.0,0.0,0.0,0.0,2002-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.06479824048330537,0.4239520898333507,5.0,4281.0,13.0,0.07413336947031095,0.4335787642275138,3.916666666666667,9737.916666666668,39
GILD,2002,12,-0.006246831904280542,0.0,0.0,0.0,0.0,0.0,2002-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.05885797444261046,0.3950929011887457,4.0,3182.1666666666665,14.0,0.07543090959848985,0.4287670471440493,2.1666666666666665,7224.0,29
GILD,2003,1,0.0015981539074721262,0.0,0.0,0.0,0.0,0.0,2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.09850141035591761,0.40633328290756393,6.0,4572.5,14.0,0.0887452577375492,0.4212665413687787,1.8333333333333333,8422.5,25
GILD,2003,2,-0.0009791191747662346,0.0,0.0,0.0,0.0,0.0,2003-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.08667628081087662,0.41852413542803885,0.5,3694.5,12.0,0.06948904971872896,0.4248568408284143,1.8333333333333333,8996.433333333334,52
GILD,2003,3,0.007529556258503181,0.0,0.0,0.0,0.0,0.0,2003-03-01,0.0,0.07280388541499651,0.4617624124846347,0.0,925.0,1.0,0.08793029487708885,0.4136588822188007,5.0,5608.5,15.0,0.09148432115477048,0.42719037034300644,0.3333333333333333,7887.499999999999,35
GILD,2003,4,-0.0011340913525611225,0.0,0.0,0.0,0.0,0.0,2003-04-01,0.0,0.08030591771983149,0.4211256865568176,0.0,520.0,2.0,0.08624277714626442,0.43710212682941,9.0,5521.5,21.0,0.08541760884998072,0.4287241320986568,3.45,9015.1,32
GILD,2003,5,0.0015823270747792055,0.0,0.0,0.0,0.0,0.0,2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.06757148917571268,0.41269270428467636,7.0,5602.833333333333,13.0,0.08625709503854584,0.43028166344985563,12.0,9435.666666666666,43
GILD,2003,6,-0.00030796159351328153,0.0,0.0,0.0,0.0,0.0,2003-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.08400326922588137,0.4149487241809763,3.5,6780.083333333333,22.0,0.08279470797913929,0.40097134477288093,4.0,7346.666666666667,30
GILD,2003,7,0.004162318603345174,0.0,0.0,0.0,0.0,0.0,2003-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.07719861505092679,0.40262863569218155,2.5,9210.0,21.0,0.11311811550378072,0.41951899450353297,2.1666666666666665,8371.333333333334,37
GILD,2003,8,-0.004911839304168923,0.0,0.0,0.0,0.0,0.0,2003-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.06904128407484691,0.41527033271792646,2.5,3537.5,11.0,0.08597132523122154,0.43536730786128197,5.333333333333333,7250.5,32
GILD,2003,9,-0.008996568897559178,0.0,0.0,0.0,0.0,0.0,2003-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0746630874204386,0.4144182942039325,9.0,5016.333333333333,20.0,0.05978954115698569,0.4014221752371488,5.466666666666667,7143.633333333334,34
GILD,2003,10,-0.005239775160980871,0.0,0.0,0.0,0.0,0.0,2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.07756338574265864,0.41049312460076437,7.333333333333334,10142.166666666666,27.0,0.08921348081659058,0.41431029700461297,6.333333333333333,7471.333333333333,28
GILD,2003,11,0.004016373995041003,0.0,0.0,0.0,0.0,0.0,2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.08702897424412011,0.4196785526721179,6.5,5649.416666666667,20.0,0.06844667476154105,0.3930084881379208,4.0,7353.833333333333,24
GILD,2003,12,-0.0012193324527150393,0.0,0.0,0.0,0.0,0.0,2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.08343133429926003,0.4229616535895456,1.5,1926.0,7.0,0.10090050901102288,0.42233983775594053,3.9166666666666665,7979.5,31
GILD,2004,1,-0.002159326394046813,0.0,0.0,0.0,0.0,0.0,2004-01-01,6.0,0.0,0.0,0.0,0.0,0.0,0.10261530477484644,0.42121850448471765,2.5,5113.0,12.0,0.0919373228117588,0.42774021801836715,2.6166666666666667,11052.866666666667,43
GILD,2004,2,0.0008800161289480988,0.0,0.0,0.0,0.0,0.0,2004-02-01,8.0,0.0,0.0,0.0,0.0,0.0,0.08507395448562155,0.43932986464141394,0.75,4794.166666666666,20.0,0.09084961424201583,0.4354792142902098,11.4,10915.033333333335,39
GILD,2004,3,0.0035439041710047013,0.0,0.0,0.0,0.0,0.0,2004-03-01,7.0,0.0,0.0,0.0,0.0,0.0,0.1153287225541429,0.43673175336839865,1.3333333333333333,6461.0,22.0,0.07272015211500314,0.4178200180426948,2.9166666666666665,9528.916666666666,46
GILD,2004,4,0.006084316986264418,0.0,0.0,0.0,0.0,0.0,2004-04-01,6.0,0.0,0.0,0.0,0.0,0.0,0.11469939427387726,0.4262120798744803,2.0,4206.5,14.0,0.08346495909679427,0.3936957446128758,9.55,8361.833333333334,38
GILD,2004,5,0.0025150966717240107,0.0,0.0,0.0,0.0,0.0,2004-05-01,8.0,0.10846376713564215,0.38940386002886007,0.0,437.0,2.0,0.08409256191489184,0.4108356345997501,4.25,8407.916666666668,23.0,0.08963863755651699,0.4240802651554099,3.2142857142857144,8721.97619047619,35
GILD,2004,6,-0.0004886396285486092,0.0,0.0,0.0,0.0,0.0,2004-06-01,7.0,0.0,0.0,0.0,0.0,0.0,0.07635403292696338,0.4021157179174311,4.0,4113.5,12.0,0.09295889528226191,0.41684527787514875,3.0,6864.5,31
GILD,2004,7,-0.001110851592966648,0.0,0.0,0.0,0.0,0.0,2004-07-01,7.0,0.0,0.0,0.0,0.0,0.0,0.06216150299375708,0.4200696095987667,2.0,4009.0,9.0,0.10182596813179551,0.4336927055232336,6.166666666666667,11881.602380952381,61
GILD,2004,8,0.0008499294178070666,0.0,0.0,0.0,0.0,0.0,2004-08-01,7.0,0.0,0.0,0.0,0.0,0.0,0.07108407181887894,0.42931293244833885,9.5,5835.5,17.0,0.09329903540796115,0.41919920851697295,2.5,8243.0,30
GILD,2004,9,0.0008526300343985228,0.0,0.0,0.0,0.0,0.0,2004-09-01,7.0,0.0,0.0,0.0,0.0,0.0,0.10575580752451126,0.4442293256190568,1.5,5019.666666666667,13.0,0.08939123917359912,0.42687589316433927,3.75,11313.666666666668,33
GILD,2004,10,-0.006747370563261189,0.0,0.0,0.0,0.0,0.0,2004-10-01,6.0,0.0,0.0,0.0,0.0,0.0,0.06610362121537457,0.4016619873436699,12.0,4735.5,14.0,0.07677743188220433,0.41326418273410687,15.483333333333334,9855.766666666668,44
GILD,2004,11,-0.0044362739629793145,0.0,0.0,0.0,0.0,0.0,2004-11-01,5.0,0.119898964131107,0.4539776850133993,0.0,750.0,1.0,0.08458464094502828,0.42659063739991393,3.5,3576.0,15.0,0.08277618732429795,0.4329776388419045,4.5,9712.166666666666,44
GILD,2004,12,-0.0017660972385718317,0.0,0.0,0.0,0.0,0.0,2004-12-01,7.0,0.0,0.0,0.0,0.0,0.0,0.04886280994201364,0.38510161603668097,0.0,1880.0,5.0,0.058043010530075545,0.419629321307355,8.583333333333332,6410.583333333333,32
GILD,2005,1,0.001200564369773,0.0,0.0,0.0,0.0,0.0,2005-01-01,8.0,0.19054011544011545,0.4900473970473968,0.0,1651.0,1.0,0.0752624168810378,0.4071403701206824,0.0,3940.0,14.0,0.08909604364713392,0.4242476954821171,13.4,12223.166666666666,41
GILD,2005,2,0.0025728076570950523,0.0,0.0,0.0,0.0,0.0,2005-02-01,8.0,0.0857878787878788,0.4591818181818183,0.0,233.0,1.0,0.07361683746254596,0.4279089017796498,1.5,4934.0,11.0,0.02223773858526747,0.42302395551086464,0.5,4859.5,25
GILD,2005,3,0.004722844992218745,0.0,0.0,0.0,0.0,0.0,2005-03-01,8.0,0.0,0.0,0.0,0.0,0.0,0.08054489111975019,0.430467830187832,6.666666666666666,5582.833333333333,17.0,0.10682858812073302,0.43933590412590884,8.5,8227.833333333332,34
GILD,2005,4,0.002946525593447232,0.0,0.0,0.0,0.0,0.0,2005-04-01,9.0,0.12503452886384042,0.41958040923447865,1.0,1737.0,4.0,0.08633130428388708,0.38926187493520076,9.0,6357.0,15.0,0.05120539415694764,0.41926886245670963,7.0,8913.833333333332,33
GILD,2005,5,0.0012371560781214849,0.0,0.0,0.0,0.0,0.0,2005-05-01,6.0,0.1317056277056277,0.4764194805194804,0.0,301.0,1.0,0.06592328281506683,0.4230972736709821,7.0,5206.666666666666,15.0,0.08065462039857904,0.4149816297628155,5.4,8799.966666666667,34
GILD,2005,6,0.0010910413033241387,0.0,0.0,0.0,0.0,0.0,2005-06-01,8.0,0.0,0.0,0.0,0.0,0.0,0.08653616802472995,0.39910416297530205,1.5,3342.0,11.0,0.10172271097291853,0.4454867358789141,0.0,7986.333333333333,28
GILD,2005,7,-0.004189859443352491,0.0,0.0,0.0,0.0,0.0,2005-07-01,9.0,0.16983511586452762,0.4754634581105169,0.0,237.0,1.0,0.09030524260905236,0.4551519317311428,3.0,4839.5,15.0,0.12211331287258351,0.42554234746091535,1.5,5813.0,32
GILD,2005,8,-0.0025430199418410627,0.0,0.0,0.0,0.0,0.0,2005-08-01,8.0,0.043376068376068375,0.355982905982906,0.0,122.0,1.0,0.05755745776126269,0.40041589421190993,5.5,4312.0,15.0,0.07160225012825085,0.4140931050453021,11.9,9032.566666666666,41
GILD,2005,9,0.004574438361643173,0.0,0.0,0.0,0.0,0.0,2005-09-01,8.0,0.0,0.0,0.0,0.0,0.0,0.09319312511564452,0.4068882070971718,3.0,2059.0,8.0,0.08652150061382913,0.42256108085873845,6.166666666666667,10364.333333333332,33
GILD,2005,10,-0.0010715938315464801,0.0,0.0,0.0,0.0,0.0,2005-10-01,9.0,0.05070388073860296,0.35251949054032383,3.0,697.5,3.0,0.10388245797610739,0.4343015916076594,3.6666666666666665,3458.833333333333,18.0,0.0864271741457445,0.41781142398782073,9.866666666666665,11158.3,52
GILD,2005,11,-0.0005832672287290564,0.0,0.0,0.0,0.0,0.0,2005-11-01,11.0,0.17020078430881294,0.478627031251856,0.0,2244.0,2.0,0.053952297072429226,0.38399071094785914,0.0,1431.0,5.0,0.07669315437516377,0.42990409531095564,6.0,12066.583333333334,49
GILD,2005,12,0.0007158488638100997,0.0,0.0,0.0,0.0,0.0,2005-12-01,8.0,0.19316978121459244,0.5414853085855442,2.0,3768.0,2.0,0.13965842670552445,0.41928189452281794,0.5,1941.5,7.0,0.09365514364150294,0.4287764840392815,4.5,10898.666666666666,30
GILD,2006,1,0.002875843866614354,0.0,0.0,0.0,0.0,0.0,2006-01-01,11.0,0.07734913937066751,0.5057050685335902,0.0,437.0,2.0,0.10411096087426537,0.4406023134313217,0.0,3485.0,6.0,0.09005833900119779,0.44525155798687466,5.749999999999999,8526.5,37
GILD,2006,2,-0.0010276519002360828,0.0,0.0,0.0,0.0,0.0,2006-02-01,9.0,0.09832944832944834,0.4579059829059828,1.0,590.0,1.0,0.047052475182665914,0.3818449551696448,2.5,4238.0,11.0,0.08756112982827902,0.4049839602742986,5.5,7231.999999999999,31
GILD,2006,3,-0.002134412983905051,0.0,0.0,0.0,0.0,0.0,2006-03-01,13.0,0.09794746606776683,0.3638179232352165,0.0,1147.0,3.0,0.1024016050349501,0.42097006312882623,2.0,4492.0,10.0,0.07582882633506816,0.4501598217571165,6.583333333333333,12277.833333333334,40
GILD,2006,4,-0.006069657717058858,0.0,0.0,0.0,0.0,0.0,2006-04-01,10.0,0.0,0.0,0.0,0.0,0.0,0.09375900659511877,0.4244469457362062,0.0,1562.0,4.0,0.09593796217333232,0.47387009558650767,0.5,9102.0,32
GILD,2006,5,0.0011961447631391893,0.0,0.0,0.0,0.0,0.0,2006-05-01,13.0,0.06359649122807018,0.4381578947368421,0.0,199.0,1.0,0.08532088127507835,0.4269887522314873,1.0,2911.0,8.0,0.08038226788171429,0.44966383283137495,2.75,9992.233333333334,37
GILD,2006,6,0.0016024351503979284,0.0,0.0,0.0,0.0,0.0,2006-06-01,7.0,0.1010112044817927,0.520091036414566,0.0,484.0,1.0,0.11458422020569416,0.41652113686819026,4.333333333333333,2709.5,14.0,0.09556941629502098,0.44292322705997816,7.833333333333334,8861.666666666668,34
GILD,2006,7,0.0015601351707766665,0.0,0.0,0.0,0.0,0.0,2006-07-01,10.0,0.0,0.0,0.0,0.0,0.0,0.09311252667735999,0.4198775705536751,2.0,3790.0,8.0,0.12677845387764683,0.42894477784697915,5.333333333333333,6443.833333333333,29
GILD,2006,8,-7.779670014749608e-05,0.0,0.0,0.0,0.0,0.0,2006-08-01,7.0,0.0,0.0,0.0,0.0,0.0,0.01928601142197633,0.3754325404190451,3.0,795.0,5.0,0.06629791094340301,0.4379649212643541,11.6,7126.966666666667,24
GILD,2006,9,0.0017692316974321945,0.0,0.0,0.0,0.0,0.0,2006-09-01,8.0,0.2082099001216648,0.4222413207707325,0.0,284.0,1.0,0.0750751324180446,0.394957167868935,0.0,3578.6666666666665,11.0,0.10199082407242997,0.444445949965528,6.666666666666667,5896.333333333333,22
GILD,2006,10,-0.002763768920922082,0.0,0.0,0.0,0.0,0.0,2006-10-01,9.0,0.0,0.0,0.0,0.0,0.0,0.07731168421782167,0.3600168344965014,1.0,2785.0,7.0,0.07609403390709153,0.42812898979668634,4.416666666666667,8259.833333333332,33
GILD,2006,11,-0.0034966349949613605,0.0,0.0,0.0,0.0,0.0,2006-11-01,9.0,0.07263416730328498,0.5078335879806468,0.0,524.0,1.0,0.1259340565249315,0.4415644925613293,1.0,4521.5,12.0,0.09555640417109723,0.4315008125367818,9.083333333333334,11527.666666666668,55
GILD,2006,12,-0.0006552497207428827,0.0,0.0,0.0,0.0,0.0,2006-12-01,6.0,0.0,0.0,0.0,0.0,0.0,0.030230522634986497,0.43544322698357574,0.0,2743.6666666666665,11.0,0.07495884106663915,0.43091887967776527,2.5,9360.333333333332,31
GILD,2007,1,-0.00022053888839540688,0.0,0.0,0.0,0.0,0.0,2007-01-01,7.0,0.0,0.0,0.0,0.0,0.0,0.09099744518190031,0.42094155279059836,4.5,4032.5,12.0,0.050876883109195546,0.41272297833259086,12.5,9031.533333333333,43
GILD,2007,2,0.008619962392161897,0.0,0.0,0.0,0.0,0.0,2007-02-01,9.0,0.0,0.0,0.0,0.0,0.0,0.056387070589877256,0.4001479348484699,1.0,5148.333333333333,11.0,0.09948939909507407,0.4616959357539711,3.142857142857143,12292.035714285716,42
GILD,2007,3,0.002225395204228252,0.0,0.0,0.0,0.0,0.0,2007-03-01,9.0,0.0,0.0,0.0,0.0,0.0,0.041426478850280814,0.39840218323055415,2.0,2634.0,6.0,0.076908025912484,0.4326287678211678,11.2,7049.2,31
GILD,2007,4,-0.0006152728572696074,0.0,0.0,0.0,0.0,0.0,2007-04-01,9.0,0.0,0.0,0.0,0.0,0.0,0.10183033653778849,0.40798465498884595,1.3333333333333333,6280.0,17.0,0.09634235703139236,0.43857723881509747,7.0,8976.5,35
GILD,2007,5,-0.0029303806861063143,0.0,0.0,0.0,0.0,0.0,2007-05-01,7.0,0.0,0.0,0.0,0.0,0.0,0.08817219403288613,0.4245581926351567,8.333333333333332,4688.166666666666,15.0,0.08632160763358013,0.41757356826908365,7.166666666666666,11622.95,63
GILD,2007,6,-0.003108732176169772,0.0,0.0,0.0,0.0,0.0,2007-06-01,9.0,0.16650054112554113,0.41721906565656575,0.0,466.0,1.0,0.11860202145482034,0.42413826852917647,2.0,4260.0,8.0,0.08565663830760037,0.4246945047569694,4.2023809523809526,9706.107142857143,38
GILD,2007,7,-0.0004653827105884905,0.0,0.0,0.0,0.0,0.0,2007-07-01,10.0,0.0,0.0,0.0,0.0,0.0,0.09642288344941445,0.44345438504004353,1.0,3566.0,9.0,0.0624905611780567,0.42386821576399997,8.766666666666666,7715.2,40
GILD,2007,8,-0.0012698396506518324,0.0,0.0,0.0,0.0,0.0,2007-08-01,8.0,0.0,0.0,0.0,0.0,0.0,0.11539318326198168,0.4322885842424264,6.0,2770.0,9.0,0.07093323412002116,0.44927160872090743,13.566666666666665,10765.466666666667,45
GILD,2007,9,0.005266992991361094,0.0,0.0,0.0,0.0,0.0,2007-09-01,8.0,0.0,0.0,0.0,0.0,0.0,0.1032122072952115,0.42919904164973005,2.5,5200.5,10.0,0.0535979216099836,0.44406613900932324,6.166666666666667,8476.166666666668,32
GILD,2007,10,0.004484823107853079,0.0,0.0,0.0,0.0,0.0,2007-10-01,8.0,0.1146758712667803,0.4697140233503869,0.0,597.0,1.0,0.0821752414752391,0.4097029169441187,1.0,3123.5,8.0,0.0788926721771299,0.43922584324293557,4.5,7437.666666666667,20
GILD,2007,11,0.00048554502795501074,0.0,0.0,0.0,0.0,0.0,2007-11-01,8.0,0.09235032928641956,0.5497358113899468,0.0,663.0,1.0,0.06852107050638863,0.3999623539259148,1.0,2840.0,6.0,0.08548870668900407,0.45520703654197864,13.333333333333334,10567.5,24
GILD,2007,12,-0.002193103634643355,0.0,0.0,0.0,0.0,0.0,2007-12-01,5.0,0.032979797979797984,0.326969696969697,0.0,210.0,1.0,0.27625,0.5495833333333333,0.0,188.0,1.0,0.10086193696722301,0.4586993707440454,5.333333333333333,5992.833333333333,21
GILD,2008,1,0.00022319748193014996,0.0,0.0,0.0,0.0,0.0,2008-01-01,8.0,0.0,0.0,0.0,0.0,0.0,0.07258639267872272,0.4113287294922508,1.0,9604.5,8.0,0.093042270897381,0.44922646246681774,6.666666666666667,9835.0,39
GILD,2008,2,0.0012226270564948635,0.0,0.0,0.0,0.0,0.0,2008-02-01,8.0,0.0,0.0,0.0,0.0,0.0,0.06670211232299056,0.42657555614789955,11.0,4316.666666666666,15.0,0.07560007840124172,0.44998568431046904,10.666666666666666,11739.333333333334,42
GILD,2008,3,0.0020337765229486962,0.0,0.0,0.0,0.0,0.0,2008-03-01,8.0,0.0,0.0,0.0,0.0,0.0,0.07511720610374391,0.40791328652077263,1.0,3446.0,8.0,0.07770996477690033,0.45607633182998847,4.7,6850.483333333334,31
GILD,2008,4,-0.0037280941568005772,0.0,0.0,0.0,0.0,0.0,2008-04-01,8.0,0.13837625940527734,0.45766754468341764,0.0,1861.0,2.0,0.0924865873082833,0.42669224252745197,2.833333333333333,10572.166666666668,11.0,0.11025225430485348,0.4355986408319354,3.2714285714285714,8322.666666666668,42
GILD,2008,5,0.0008806437676825158,0.0,0.0,0.0,0.0,0.0,2008-05-01,8.0,0.0,0.0,0.0,0.0,0.0,0.07104464102527748,0.4468219163372285,3.0,3171.5,7.0,0.0951324641132162,0.4449435345355182,1.5,8793.25,32
